line_number,timestamp,hostname,service,event_type,severity,source_ip,username,raw
389,Jun 28 04:03:16,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jun 28 04:03:16 combo su(pam_unix)[10735]: session closed for user cyrus
391,Jun 28 04:09:00,combo,su(pam_unix),Session Opened,INFO,,news,Jun 28 04:09:00 combo su(pam_unix)[11106]: session opened for user news by (uid=0)
392,Jun 28 04:09:01,combo,su(pam_unix),Session Closed,INFO,,news,Jun 28 04:09:01 combo su(pam_unix)[11106]: session closed for user news
393,Jun 28 08:10:24,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:24 combo sshd(pam_unix)[11513]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
394,Jun 28 08:10:24,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:24 combo sshd(pam_unix)[11517]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
395,Jun 28 08:10:24,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:24 combo sshd(pam_unix)[11521]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
396,Jun 28 08:10:24,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:24 combo sshd(pam_unix)[11510]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
397,Jun 28 08:10:25,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:25 combo sshd(pam_unix)[11519]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
398,Jun 28 08:10:26,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:26 combo sshd(pam_unix)[11514]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
399,Jun 28 08:10:28,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:28 combo sshd(pam_unix)[11512]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
400,Jun 28 08:10:29,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:29 combo sshd(pam_unix)[11509]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
401,Jun 28 08:10:30,combo,sshd(pam_unix),Auth Failure,HIGH,61.53.154.93,root,Jun 28 08:10:30 combo sshd(pam_unix)[11515]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root
402,Jun 28 20:58:46,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:46 combo sshd(pam_unix)[12665]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
403,Jun 28 20:58:46,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:46 combo sshd(pam_unix)[12666]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
404,Jun 28 20:58:47,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:47 combo sshd(pam_unix)[12669]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
405,Jun 28 20:58:50,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:50 combo sshd(pam_unix)[12671]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
406,Jun 28 20:58:52,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:52 combo sshd(pam_unix)[12673]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
407,Jun 28 20:58:53,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:53 combo sshd(pam_unix)[12675]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
408,Jun 28 20:58:53,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:53 combo sshd(pam_unix)[12677]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
409,Jun 28 20:58:55,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:55 combo sshd(pam_unix)[12679]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
410,Jun 28 20:58:55,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:55 combo sshd(pam_unix)[12681]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
411,Jun 28 20:58:55,combo,sshd(pam_unix),Auth Failure,HIGH,62-192-102-94.dsl.easynet.nl,root,Jun 28 20:58:55 combo sshd(pam_unix)[12680]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root
412,Jun 28 21:42:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 28 21:42:46 combo sshd(pam_unix)[12756]: check pass; user unknown
413,Jun 28 21:42:46,combo,sshd(pam_unix),Auth Failure,HIGH,211.115.206.155,,Jun 28 21:42:46 combo sshd(pam_unix)[12756]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155
414,Jun 28 21:42:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 28 21:42:46 combo sshd(pam_unix)[12753]: check pass; user unknown
415,Jun 28 21:42:46,combo,sshd(pam_unix),Auth Failure,HIGH,211.115.206.155,,Jun 28 21:42:46 combo sshd(pam_unix)[12753]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155
416,Jun 28 21:42:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 28 21:42:46 combo sshd(pam_unix)[12752]: check pass; user unknown
417,Jun 28 21:42:46,combo,sshd(pam_unix),Auth Failure,HIGH,211.115.206.155,,Jun 28 21:42:46 combo sshd(pam_unix)[12752]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155
418,Jun 28 21:42:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 28 21:42:46 combo sshd(pam_unix)[12755]: check pass; user unknown
419,Jun 28 21:42:46,combo,sshd(pam_unix),Auth Failure,HIGH,211.115.206.155,,Jun 28 21:42:46 combo sshd(pam_unix)[12755]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155
420,Jun 28 21:42:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 28 21:42:46 combo sshd(pam_unix)[12754]: check pass; user unknown
421,Jun 28 21:42:46,combo,sshd(pam_unix),Auth Failure,HIGH,211.115.206.155,,Jun 28 21:42:46 combo sshd(pam_unix)[12754]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155
445,Jun 29 04:03:10,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jun 29 04:03:10 combo su(pam_unix)[13665]: session opened for user cyrus by (uid=0)
446,Jun 29 04:03:11,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jun 29 04:03:11 combo su(pam_unix)[13665]: session closed for user cyrus
448,Jun 29 04:09:29,combo,su(pam_unix),Session Opened,INFO,,news,Jun 29 04:09:29 combo su(pam_unix)[14891]: session opened for user news by (uid=0)
449,Jun 29 04:09:30,combo,su(pam_unix),Session Closed,INFO,,news,Jun 29 04:09:30 combo su(pam_unix)[14891]: session closed for user news
450,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15481]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
451,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15477]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
452,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15479]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
453,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15478]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
454,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15480]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
455,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15476]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
456,Jun 29 10:08:19,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:19 combo sshd(pam_unix)[15488]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
457,Jun 29 10:08:20,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:20 combo sshd(pam_unix)[15490]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
458,Jun 29 10:08:20,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:20 combo sshd(pam_unix)[15491]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
459,Jun 29 10:08:20,combo,sshd(pam_unix),Auth Failure,HIGH,csnsu.nsuok.edu,root,Jun 29 10:08:20 combo sshd(pam_unix)[15492]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root
483,Jun 29 12:11:53,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:11:53 combo sshd(pam_unix)[15692]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
484,Jun 29 12:11:55,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:11:55 combo sshd(pam_unix)[15694]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
485,Jun 29 12:11:57,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:11:57 combo sshd(pam_unix)[15696]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
486,Jun 29 12:11:59,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:11:59 combo sshd(pam_unix)[15698]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
487,Jun 29 12:11:59,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:11:59 combo sshd(pam_unix)[15700]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
488,Jun 29 12:12:01,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:01 combo sshd(pam_unix)[15702]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
489,Jun 29 12:12:02,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:02 combo sshd(pam_unix)[15704]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
490,Jun 29 12:12:03,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:03 combo sshd(pam_unix)[15706]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
491,Jun 29 12:12:03,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:03 combo sshd(pam_unix)[15708]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
492,Jun 29 12:12:05,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:05 combo sshd(pam_unix)[15710]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
493,Jun 29 12:12:05,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:05 combo sshd(pam_unix)[15712]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
494,Jun 29 12:12:06,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:06 combo sshd(pam_unix)[15714]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
495,Jun 29 12:12:10,combo,sshd(pam_unix),Auth Failure,HIGH,h64-187-1-131.gtconnect.net,root,Jun 29 12:12:10 combo sshd(pam_unix)[15716]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root
503,Jun 30 04:03:41,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jun 30 04:03:41 combo su(pam_unix)[17407]: session opened for user cyrus by (uid=0)
504,Jun 30 04:03:42,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jun 30 04:03:42 combo su(pam_unix)[17407]: session closed for user cyrus
506,Jun 30 04:09:30,combo,su(pam_unix),Session Opened,INFO,,news,Jun 30 04:09:30 combo su(pam_unix)[17778]: session opened for user news by (uid=0)
507,Jun 30 04:09:31,combo,su(pam_unix),Session Closed,INFO,,news,Jun 30 04:09:31 combo su(pam_unix)[17778]: session closed for user news
508,Jun 30 12:48:38,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:38 combo sshd(pam_unix)[18559]: check pass; user unknown
509,Jun 30 12:48:38,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:38 combo sshd(pam_unix)[18559]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
510,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18557]: check pass; user unknown
511,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18557]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
512,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18550]: check pass; user unknown
513,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
514,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18547]: check pass; user unknown
515,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
516,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18549]: check pass; user unknown
517,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18549]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
518,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18545]: check pass; user unknown
519,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18545]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
520,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18548]: check pass; user unknown
521,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
522,Jun 30 12:48:41,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jun 30 12:48:41 combo sshd(pam_unix)[18546]: check pass; user unknown
523,Jun 30 12:48:41,combo,sshd(pam_unix),Auth Failure,HIGH,biblioteka.wsi.edu.pl,,Jun 30 12:48:41 combo sshd(pam_unix)[18546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl
524,Jun 30 19:03:00,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:00 combo sshd(pam_unix)[19088]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
525,Jun 30 19:03:00,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:00 combo sshd(pam_unix)[19094]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
526,Jun 30 19:03:00,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:00 combo sshd(pam_unix)[19087]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
527,Jun 30 19:03:01,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:01 combo sshd(pam_unix)[19093]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
528,Jun 30 19:03:01,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:01 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
529,Jun 30 19:03:03,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:03 combo sshd(pam_unix)[19091]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
530,Jun 30 19:03:04,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:04 combo sshd(pam_unix)[19099]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
531,Jun 30 19:03:04,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:04 combo sshd(pam_unix)[19101]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
532,Jun 30 19:03:05,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:05 combo sshd(pam_unix)[19103]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
533,Jun 30 19:03:07,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jun 30 19:03:07 combo sshd(pam_unix)[19097]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
534,Jun 30 20:16:17,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jun 30 20:16:17 combo sshd(pam_unix)[19202]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
535,Jun 30 20:16:17,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jun 30 20:16:17 combo sshd(pam_unix)[19203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
536,Jun 30 20:16:26,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jun 30 20:16:26 combo sshd(pam_unix)[19209]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
537,Jun 30 20:16:26,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jun 30 20:16:26 combo sshd(pam_unix)[19208]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
538,Jun 30 20:16:30,combo,sshd(pam_unix),Auth Failure,HIGH,195.129.24.210,root,Jun 30 20:16:30 combo sshd(pam_unix)[19222]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
585,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19432]: session opened for user test by (uid=509)
586,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19431]: session opened for user test by (uid=509)
587,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19433]: session opened for user test by (uid=509)
588,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19434]: session opened for user test by (uid=509)
589,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19435]: session opened for user test by (uid=509)
590,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19436]: session opened for user test by (uid=509)
591,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19438]: session opened for user test by (uid=509)
592,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19437]: session opened for user test by (uid=509)
593,Jun 30 22:16:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19432]: session closed for user test
594,Jun 30 22:16:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19431]: session closed for user test
595,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19439]: session opened for user test by (uid=509)
596,Jun 30 22:16:32,combo,sshd(pam_unix),Session Opened,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19440]: session opened for user test by (uid=509)
597,Jun 30 22:16:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19434]: session closed for user test
598,Jun 30 22:16:32,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:32 combo sshd(pam_unix)[19435]: session closed for user test
599,Jun 30 22:16:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:33 combo sshd(pam_unix)[19433]: session closed for user test
600,Jun 30 22:16:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:33 combo sshd(pam_unix)[19436]: session closed for user test
601,Jun 30 22:16:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:33 combo sshd(pam_unix)[19437]: session closed for user test
602,Jun 30 22:16:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:33 combo sshd(pam_unix)[19438]: session closed for user test
603,Jun 30 22:16:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:33 combo sshd(pam_unix)[19439]: session closed for user test
604,Jun 30 22:16:33,combo,sshd(pam_unix),Session Closed,INFO,,test,Jun 30 22:16:33 combo sshd(pam_unix)[19440]: session closed for user test
605,Jul  1 00:21:28,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:28 combo sshd(pam_unix)[19630]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
606,Jul  1 00:21:28,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:28 combo sshd(pam_unix)[19628]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
607,Jul  1 00:21:30,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:30 combo sshd(pam_unix)[19640]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
608,Jul  1 00:21:30,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:30 combo sshd(pam_unix)[19642]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
609,Jul  1 00:21:30,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:30 combo sshd(pam_unix)[19632]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
610,Jul  1 00:21:31,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:31 combo sshd(pam_unix)[19643]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
611,Jul  1 00:21:31,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:31 combo sshd(pam_unix)[19631]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
612,Jul  1 00:21:32,combo,sshd(pam_unix),Auth Failure,HIGH,60.30.224.116,root,Jul  1 00:21:32 combo sshd(pam_unix)[19636]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
